,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
176,EX_co2_e,,,,,,,-49.26085335290245,-10.571934548123057
177,EX_co2_e,,,,,,,-49.26085335290245,-8.814623032082036
178,EX_co2_e,,,,,,,-49.26085335290245,-7.057311516041015
179,EX_co2_e,,,,,,,-49.26085335290245,-5.299999999999999
180,EX_co2_e,,,,,,,-45.74623032082041,-38.688918804779384
181,EX_co2_e,,,,,,,-45.74623032082041,-36.93160728873836
182,EX_co2_e,,,,,,,-45.74623032082041,-35.17429577269734
183,EX_co2_e,,,,,,,-45.74623032082041,-33.41698425665632
184,EX_co2_e,,,,,,,-45.74623032082041,-31.659672740615303
185,EX_co2_e,,,,,,,-45.74623032082041,-29.902361224574282
186,EX_co2_e,,,,,,,-45.74623032082041,-28.14504970853326
187,EX_co2_e,,,,,,,-45.74623032082041,-26.387738192492243
188,EX_co2_e,,,,,,,-45.74623032082041,-24.630426676451222
189,EX_co2_e,0.0,,,0.01744194261014515,9.374135826356927,,-45.74623032082041,-22.8731151604102
190,EX_co2_e,0.0,2.1337852200238882e-13,,0.03689175732595723,9.37413582635698,,-45.74623032082041,-21.11580364436918
191,EX_co2_e,,,,,,,-45.74623032082041,-19.35849212832816
192,EX_co2_e,,,,,,,-45.74623032082041,-17.601180612287138
193,EX_co2_e,,,,,,,-45.74623032082041,-15.843869096246117
194,EX_co2_e,,,,,,,-45.74623032082041,-14.086557580205099
195,EX_co2_e,,,,,,,-45.74623032082041,-12.329246064164078
196,EX_co2_e,,,,,,,-45.74623032082041,-10.571934548123057
197,EX_co2_e,,,,,,,-45.74623032082041,-8.814623032082036
198,EX_co2_e,,,,,,,-45.74623032082041,-7.057311516041015
199,EX_co2_e,,,,,,,-45.74623032082041,-5.299999999999999
200,EX_co2_e,,,,,,,-42.23160728873837,-38.688918804779384
201,EX_co2_e,,,,,,,-42.23160728873837,-36.93160728873836
202,EX_co2_e,,,,,,,-42.23160728873837,-35.17429577269734
203,EX_co2_e,,,,,,,-42.23160728873837,-33.41698425665632
204,EX_co2_e,,,,,,,-42.23160728873837,-31.659672740615303
205,EX_co2_e,,,,,,,-42.23160728873837,-29.902361224574282
206,EX_co2_e,,,,,,,-42.23160728873837,-28.14504970853326
207,EX_co2_e,,,,,,,-42.23160728873837,-26.387738192492243
208,EX_co2_e,,,,,,,-42.23160728873837,-24.630426676451222
209,EX_co2_e,,,,,,,-42.23160728873837,-22.8731151604102
210,EX_co2_e,0.0,,,0.018544449681463383,9.374135826356618,,-42.23160728873837,-21.11580364436918
211,EX_co2_e,0.0,0.0,,0.03867048623205881,9.374135826356751,,-42.23160728873837,-19.35849212832816
212,EX_co2_e,,,,,,,-42.23160728873837,-17.601180612287138
213,EX_co2_e,,,,,,,-42.23160728873837,-15.843869096246117
214,EX_co2_e,,,,,,,-42.23160728873837,-14.086557580205099
215,EX_co2_e,,,,,,,-42.23160728873837,-12.329246064164078
216,EX_co2_e,,,,,,,-42.23160728873837,-10.571934548123057
217,EX_co2_e,,,,,,,-42.23160728873837,-8.814623032082036
218,EX_co2_e,,,,,,,-42.23160728873837,-7.057311516041015
219,EX_co2_e,,,,,,,-42.23160728873837,-5.299999999999999
220,EX_co2_e,,,,,,,-38.716984256656325,-38.688918804779384
221,EX_co2_e,,,,,,,-38.716984256656325,-36.93160728873836
222,EX_co2_e,,,,,,,-38.716984256656325,-35.17429577269734
223,EX_co2_e,,,,,,,-38.716984256656325,-33.41698425665632
224,EX_co2_e,,,,,,,-38.716984256656325,-31.659672740615303
225,EX_co2_e,,,,,,,-38.716984256656325,-29.902361224574282
226,EX_co2_e,,,,,,,-38.716984256656325,-28.14504970853326
227,EX_co2_e,,,,,,,-38.716984256656325,-26.387738192492243
228,EX_co2_e,,,,,,,-38.716984256656325,-24.630426676451222
