id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd04097_c0	Pb [c0]	Pb	2	RVPVRDXYQKGNMQ-UHFFFAOYSA-N	[Pb+2]		C06696	cpd04097
cpd04097_e0	Pb [e0]	Pb	2	RVPVRDXYQKGNMQ-UHFFFAOYSA-N	[Pb+2]		C06696	cpd04097
cpd00807_c0	L-histidinol-phosphate [c0]	C6H11N3O4P	-1	CWNDERHTHMWBSI-YFKPBYRVSA-M	NC(COP(=O)([O-])O)Cc1cnc[nH]1	-214.91	C01100	cpd00807
cpd00930_c0	imidazole acetol-phosphate [c0]	C6H7N2O5P	-2	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267	cpd00930
cpd03414_c0	UroporphyrinogenI [c0]	C40H36N4O16	-8	QTTNOSKSLATGQB-UHFFFAOYSA-F	O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])C2		C05766	cpd03414
cpd03416_c0	CoproporphyrinogenI [c0]	C36H40N4O8	-4	WIUGGJKHYQIGNH-UHFFFAOYSA-J	Cc1c2[nH]c(c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)C2		C05768	cpd03416
cpd00118_c0	Putrescine [c0]	C4H14N2	2	KIDHWZJUCRJVML-UHFFFAOYSA-P	[NH3+]CCCC[NH3+]	-6.02	C00134	cpd00118
cpd00264_c0	Spermidine [c0]	C7H22N3	3	ATHGHQPFGPMSJY-UHFFFAOYSA-Q	[NH3+]CCCC[NH2+]CCC[NH3+]	4.79	C00315	cpd00264
cpd00726_c0	1,3-Propanediamine [c0]	C3H12N2	2	XFNJVJPLKCPIBV-UHFFFAOYSA-P	[NH3+]CCC[NH3+]	-7.64	C00986	cpd00726
cpd03802_c0	Homospermidine [c0]	C8H24N3	3	UODZHRGDSPLRMD-UHFFFAOYSA-Q	[NH3+]CCCC[NH2+]CCCC[NH3+]	6.41	C06366	cpd03802
cpd02961_c0	Dihydroneopterin [c0]	C9H13N5O4	0	YQIFAMYNGGOTFB-XINAWCOVSA-N	N=c1nc(O)c2c([nH]1)NCC(C(O)C(O)CO)=N2	-75.95	C04874	cpd02961
cpd00229_c0	Glycolaldehyde [c0]	C2H4O2	0	WGCNASOHLSPBMP-UHFFFAOYSA-N	O=CCO	-70.28	C00266	cpd00229
cpd00954_c0	6-hydroxymethyl dihydropterin [c0]	C7H9N5O2	0	CQQNNQTXUGLUEV-UHFFFAOYSA-N	N=c1nc(O)c2c([nH]1)NCC(CO)=N2	-3.11	C01300	cpd00954
cpd00007_c0	O2 [c0]	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007	cpd00007
cpd00013_c0	NH3 [c0]	H4N	1	QGZKDVFQNNGYKY-UHFFFAOYSA-O	[NH4+]	-18.97	C00014	cpd00013
cpd00025_c0	H2O2 [c0]	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027	cpd00025
cpd02851_c0	AICAR [c0]	C9H13N4O8P	-2	NOTGFIUVDGNKRI-UUOKFMHZSA-L	N=C([O-])c1ncn(C2OC(COP(=O)([O-])O)C(O)C2O)c1N	-336.61	C04677	cpd02851
cpd02506_c0	5-Amino-4-imidazolecarboxyamide [c0]	C4H6N4O	0	PYNDTGFTPOZGRW-UHFFFAOYSA-N	N=C(O)C1N=CNC1=N	-5.28	C04051	cpd02506
cpd00080_c0	Glycerol-3-phosphate [c0]	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093	cpd00080
cpd15686_c0	CDP-1,2-diisopentadecanoylglycerol [c0]	C42H75N3O15P2	-2			-644.46		cpd15686
cpd15719_c0	Diisopentadecanoylphosphatidylglycerophosphate [c0]	C36H70O13P2	-2			-632.26		cpd15719
cpd00982_c0	FADH2 [c0]	C27H33N9O15P2	-2	YPZRHBJKEMOYQH-UYBVJOGSSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc([O-])nc([O-])c1N2	-538.18	C01352	cpd00982
cpd15560_c0	Ubiquinone-8 [c0]	C49H74O4	0	ICFIZJQGJAJRSU-SGHXUWJISA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O	142.5	C17569	cpd15560
cpd00015_c0	FAD [c0]	C27H30N9O15P2	-3	IMGVNJNCCGXBHD-UYBVJOGSSA-K	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C	-515.07	C00016	cpd00015
cpd15561_c0	Ubiquinol-8 [c0]	C49H76O4	0	LOJUQFSPYHMHEO-SGHXUWJISA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	120.8		cpd15561
cpd15331_c0	1-tetradecanoyl-sn-glycerol 3-phosphate [c0]	C17H33O7P	-2	FAZBDRGXCKPVJU-UHFFFAOYSA-L	CCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-346.69		cpd15331
cpd15522_c0	1,2-ditetradecanoyl-sn-glycerol 3-phosphate [c0]	C31H60O8P	-1			-364.7		cpd15522
cpd15682_c0	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate [c0]	C35H68O8P	-1			-361.84		cpd15682
cpd02498_c0	2,3-Dihydroxy-isovalerate [c0]	C5H9O4	-1	JTEYKUFKXGDTEU-VKHMYHEASA-M	CC(C)(O)C(O)C(=O)[O-]	-161.2	C04039	cpd02498
cpd00123_c0	3-Methyl-2-oxobutanoate [c0]	C5H7O3	-1	QHKABHOOEWYVLI-UHFFFAOYSA-M	CC(C)C(=O)C(=O)[O-]	-111.26	C00141	cpd00123
cpd11543_c0	15-methyl-trans-hexa-dec-2-enoyl-ACP [c0]	C28H51N2O8PRS	-1					cpd11543
cpd11544_c0	15-methyl-hexa-decanoyl-ACP [c0]	C28H53N2O8PRS	-2					cpd11544
cpd11483_c0	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] [c0]	C19H36N2O9PRS	-2				C04620	cpd11483
cpd11471_c0	(2E)-Octenoyl-[acp] [c0]	C19H34N2O8PRS	-2				C05751	cpd11471
cpd00171_c0	D-Ribulose5-phosphate [c0]	C5H9O8P	-2	FNZLKVNUWIIPSJ-UHNVWZDZSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00199	cpd00171
cpd00047_c0	Formate [c0]	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058	cpd00047
cpd11225_c0	3-4-dihydroxy-2-butanone4-phosphate [c0]	C4H7O6P	-2	OKYHYXLCTGGOLM-SCSAIBSYSA-L	CC(=O)C(O)COP(=O)([O-])[O-]	-320.85	C15556	cpd11225
cpd00342_c0	N-Acetylornithine [c0]	C7H14N2O3	0	JRLGPAXAGHMNOL-LURJTMIESA-N	CC(O)=NC(CCCN)C(=O)O	-115.26	C00437	cpd00342
cpd00064_c0	Ornithine [c0]	C5H13N2O2	1	AHLPHDHHMVZTML-BYPYZUCNSA-O	NC(CCC[NH3+])C(=O)O	-85.66	C00077	cpd00064
cpd00585_c0	Creatinine [c0]	C4H7N3O	0	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN1CC(O)=NC1=N	-6.19	C00791	cpd00585
cpd01679_c0	N-Methylhydantoin [c0]	C4H6N2O2	0	RHYBFKMFHLPQPH-UHFFFAOYSA-N	CN1CC(O)=NC1=O	-60.99	C02565	cpd01679
cpd11513_c0	12-methyl-3-hydroxy-tetra-decanoyl-ACP [c0]	C26H49N2O9PRS	-1					cpd11513
cpd11514_c0	12-methyl-trans-tetra-dec-2-enoyl-ACP [c0]	C26H47N2O8PRS	-1					cpd11514
cpd00095_c0	Glycerone-phosphate [c0]	C3H5O6P	-2	GNGACRATGGDKBX-UHFFFAOYSA-L	O=C(CO)COP(=O)([O-])[O-]	-320.66	C00111	cpd00095
cpd02333_c0	Quinolinate [c0]	C7H3NO4	-2	GJAWHXHKYYXBSV-UHFFFAOYSA-L	O=C([O-])c1cccnc1C(=O)[O-]	-119.77	C03722	cpd02333
cpd03470_c0	Iminoaspartate [c0]	C4H3NO4	-2	NMUOATVLLQEYHI-UHFFFAOYSA-L	N=C(CC(=O)[O-])C(=O)[O-]	-173.6	C05840	cpd03470
cpd00147_c0	5-Methylthioadenosine [c0]	C11H15N5O3S	0	WUUGFSXJNOTRMR-IOSLPCCCSA-N	CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O	1.27	C00170	cpd00147
cpd00128_c0	Adenine [c0]	C5H5N5	0	GFFGJBXGBJISGV-UHFFFAOYSA-N	Nc1nc[nH]c2ncnc1-2	78.85	C00147	cpd00128
cpd01981_c0	5-Methylthio-D-ribose [c0]	C6H12O4S	0	OLVVOVIFTBSBBH-JDJSBBGDSA-N	CSCC1OC(O)C(O)C1O	-135	C03089	cpd01981
cpd15685_c0	CDP-1,2-diisotetradecanoylglycerol [c0]	C40H71N3O15P2	-2			-647.7		cpd15685
cpd15691_c0	Diisotetradecanoylphosphatidylserine [c0]	C34H64NO10P	-2			-431.98		cpd15691
cpd00817_c0	D-Arabinose5-phosphate [c0]	C5H9O8P	-2	PPQRONHOSHZGFQ-WDCZJNDASA-L	O=CC(O)C(O)C(O)COP(=O)([O-])[O-]	-392.04	C01112	cpd00817
cpd00162_c0	Aminoethanol [c0]	C2H8NO	1	HZAXFHJVJLSVMW-UHFFFAOYSA-O	[NH3+]CCO	-44.51	C00189	cpd00162
cpd00071_c0	Acetaldehyde [c0]	C2H4O	0	IKHGUXGNUITLKF-UHFFFAOYSA-N	CC=O	-33.4	C00084	cpd00071
cpd11505_c0	8-methyl-3-hydroxy-decanoyl-ACP [c0]	C22H41N2O9PRS	-1					cpd11505
cpd11506_c0	8-methyl-trans-dec-2-enoyl-ACP [c0]	C22H39N2O8PRS	-1					cpd11506
cpd15506_c0	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain) [c0]	C74H112N14O39	-4			-1238.83		cpd15506
cpd15505_c0	two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) [c0]	C74H114N14O40	-4	VTZDBMVDVOTCFD-UHFFFAOYSA-J	CC([O-])=NC1=COC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(=O)O)C3N=C(C)[O-])C(O)C2N=C(C)[O-])C1OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(=O)O	-1295.98		cpd15505
cpd00287_c0	3-Oxo-2-methylpropanoate [c0]	C4H5O3	-1	VOKUMXABRRXHAR-VKHMYHEASA-M	CC(C=O)C(=O)[O-]	-112.07	C00349	cpd00287
cpd00086_c0	Propionyl-CoA [c0]	C24H36N7O17P3S	-4	QAQREVBBADEHPA-IEXPHMLFSA-J	CCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-784.21	C00100	cpd00086
cpd00810_c0	Orotidylic acid [c0]	C10H10N2O11P	-3	KYOBSHFOBAOFBF-XVFCMESISA-K	O=C([O-])c1cc([O-])nc(=O)n1C1OC(COP(=O)([O-])O)C(O)C1O	-479.18	C01103	cpd00810
cpd00091_c0	UMP [c0]	C9H11N2O9P	-2	DJJCXFVJDGTHFX-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])O)C(O)C1O	-397.77	C00105	cpd00091
cpd02654_c0	4-Methyl-5--2-phosphoethyl-thiazole [c0]	C6H8NO4PS	-2	OCYMERZCMYJQQO-UHFFFAOYSA-L	Cc1ncsc1CCOP(=O)([O-])[O-]	-219.61	C04327	cpd02654
cpd02894_c0	4-Amino-2-methyl-5-diphosphomethylpyrimidine [c0]	C6H9N3O7P2	-2	AGQJQCFEPUVXNK-UHFFFAOYSA-L	Cc1ncc(COP(=O)(O)OP(=O)([O-])[O-])c(=N)[nH]1	-412.04	C04752	cpd02894
cpd00793_c0	Thiamine phosphate [c0]	C12H16N4O4PS	-1	HZSAJDVWZRBGIF-UHFFFAOYSA-M	Cc1ncc(C[n+]2csc(CCOP(=O)([O-])[O-])c2C)c(=N)[nH]1	-160.32	C01081	cpd00793
cpd01960_c0	2-Oxohept-3-enedioate [c0]	C7H6O5	-2	HYVSZVZMTYIHKF-HNQUOIGGSA-L	O=C([O-])CCC=CC(=O)C(=O)[O-]	-164.85	C03063	cpd01960
cpd03326_c0	2-Hydroxyhepta-2,4-dienedioate [c0]	C7H6O5	-2	ZBCBETMBSDTINL-WFTYEQLWSA-L	O=C([O-])CC=CC=C([O-])C(=O)O	-158.35	C05600	cpd03326
cpd15350_c0	2-dodecanoyl-sn-glycerol 3-phosphate [c0]	C15H30O7P	-1			-349.93		cpd15350
cpd01741_c0	ddca [c0]	C12H23O2	-1	POULHZVOKOAJMA-UHFFFAOYSA-M	CCCCCCCCCCCC(=O)[O-]	-70.55	C02679	cpd01741
cpd03708_c0	2,4-Dihydroxyhept-2-enedioate [c0]	C7H8O6	-2	APNIDHDQYISZAE-HYXAFXHYSA-L	O=C([O-])CCC(O)C=C([O-])C(=O)O	-213.93	C06201	cpd03708
cpd00345_c0	5-Methyltetrahydrofolate [c0]	C20H23N7O6	-2	ZNOVTXRBGFNYRX-UHFFFAOYSA-L	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1	-101.7	C00440	cpd00345
cpd00125_c0	5-10-Methylenetetrahydrofolate [c0]	C20H21N7O6	-2	QYNUQALWYRSVHF-OLZOCXBDSA-L	N=c1nc([O-])c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc3)CN21	-93.65	C00143	cpd00125
cpd00135_c0	Homocysteine [c0]	C4H9NO2S	0	FFFHZYDWPBMWHY-VKHMYHEASA-N	NC(CCS)C(=O)O	-81.774	C00155	cpd00135
cpd00424_c0	Cystathionine [c0]	C7H14N2O4S	0	ILRYLPWNYFXEMH-RFZPGFLSSA-N	NC(CCSCC(N)C(=O)O)C(=O)O	-154.91	C00542	cpd00424
cpd00307_c0	Cytosine [c0]	C4H5N3O	0	OPTASPLRGRRNAP-UHFFFAOYSA-N	N=c1ccnc(O)[nH]1	-8.68	C00380	cpd00307
cpd00092_c0	Uracil [c0]	C4H4N2O2	0	ISAKRJDGNUQOIC-UHFFFAOYSA-N	Oc1ccnc(O)n1	-61.07	C00106	cpd00092
cpd03587_c0	kdo2-lipid a [c0]	C110H196N2O39P2	-6	DIXUKJUHGLIZGU-NPKHCFROSA-H	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C([O-])CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C([O-])CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(O)C(O)C(C(O)CO)O3)C(O)C(C(O)CO)O2)C1OP(=O)([O-])[O-]	-1450.68	C06026	cpd03587
cpd03831_c0	ADP-L-glycero-D-manno-heptose [c0]	C17H25N5O16P2	-2	KMSFWBYFWSKGGR-DTBZDYEHSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OC2OC(C(O)CO)C(O)C(O)C2O)C(O)C1O	-659.05	C06398	cpd03831
cpd15485_c0	heptosyl-kdo2-lipidA [c0]	C117H211N2O45P2	-5	HPDZKCJEWNZSML-YPJVYCBMSA-H	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(N=C([O-])CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)(O)O)C(N=C([O-])CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(O)C(O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(O)C(O)C3O)C(C(O)CO)O2)C1OP(=O)([O-])[O-]	-1645.58		cpd15485
cpd00530_c0	XTP [c0]	C10H12N4O15P3	-3	CAEFEWVYEZABLA-UUOKFMHZSA-K	O=P([O-])(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])nc([O-])nc32)C(O)C1O	-780.43	C00700	cpd00530
cpd00497_c0	XMP [c0]	C10H11N4O9P	-2	DCTLYFZHFGENCW-UUOKFMHZSA-L	O=P(O)(O)OCC1OC(n2cnc3c([O-])nc([O-])nc32)C(O)C1O	-364.43	C00655	cpd00497
cpd02210_c0	Indoleglycerol phosphate [c0]	C11H12NO6P	-2	NQEQTYPJSIEPHW-MNOVXSKESA-L	O=P([O-])([O-])OCC(O)C(O)c1c[nH]c2ccccc12	-267.57	C03506	cpd02210
cpd00102_c0	Glyceraldehyde3-phosphate [c0]	C3H5O6P	-2	LXJXRIRHZLFYRP-VKHMYHEASA-L	O=CC(O)COP(=O)([O-])[O-]	-319.2	C00118	cpd00102
cpd00359_c0	indol [c0]	C8H7N	0	SIKJAQJRHWYJAI-UHFFFAOYSA-N	c1ccc2[nH]ccc2c1	54.41	C00463	cpd00359
cpd15325_c0	1-dodecanoyl-sn-glycerol 3-phosphate [c0]	C15H29O7P	-2	STTKJLVEXMKLNA-UHFFFAOYSA-L	CCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-349.93		cpd15325
cpd03002_c0	Lipid A disaccharide [c0]	C68H127N2O20P	-2	HLDJGHAAKRKPAV-QDORLFPLSA-L	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OCC2OC(OP(=O)(O)O)C(N=C([O-])CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)C1N=C([O-])CC(O)CCCCCCCCCCC	-727.26	C04932	cpd03002
cpd02993_c0	Lipid IV(A) [c0]	C68H126N2O23P2	-4	KVJWZTLXIROHIL-QDORLFPLSA-J	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(COC2OC(CO)C(OP(=O)([O-])[O-])C(OC(=O)CC(O)CCCCCCCCCCC)C2N=C([O-])CC(O)CCCCCCCCCCC)OC(OP(=O)(O)O)C1N=C([O-])CC(O)CCCCCCCCCCC	-939.76	C04919	cpd02993
cpd02730_c0	3-Deoxy-D-manno-octulosonate8-phosphate [c0]	C8H12O11P	-3	RTNBXJBOAIDPME-SHUUEZRQSA-K	O=C([O-])C(=O)CC(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	-505.48	C04478	cpd02730
cpd15605_c0	Gly-Phe [c0]	C11H14N2O3	0					cpd15605
cpd00066_c0	L-Phenylalanine [c0]	C9H11NO2	0	COLNVLDHVKWLRT-QMMMGPOBSA-N	NC(Cc1ccccc1)C(=O)O	-51.05	C00079	cpd00066
cpd01977_c0	4-Phospho-L-aspartate [c0]	C4H6NO7P	-2	IXZNKTPIYKDIGG-REOHCLBHSA-L	NC(CC(=O)OP(=O)([O-])O)C(=O)[O-]	-380.65	C03082	cpd01977
cpd15523_c0	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate [c0]	C31H56O8P	-1			-319.98		cpd15523
cpd15422_c0	CDP-1,2-ditetradec-7-enoylglycerol [c0]	C40H67N3O15P2	-2			-599.36		cpd15422
cpd00493_c0	Pyridoxamine phosphate [c0]	C8H12N2O5P	-1	ZMJGSOSNSPKHNH-UHFFFAOYSA-M	Cc1ncc(COP(=O)(O)O)c(CN)c1[O-]	-244.68	C00647	cpd00493
cpd00016_c0	Pyridoxal phosphate [c0]	C8H8NO6P	-2	NGVDGCNFYWLIFO-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(C=O)c1[O-]	-272	C00018	cpd00016
cpd15357_c0	2-octadec-11-enoyl-sn-glycerol 3-phosphate [c0]	C21H40O7P	-1			-317.85		cpd15357
cpd15269_c0	octadecenoate [c0]	C18H33O2	-1			-38.47		cpd15269
cpd03205_c0	Phytoene [c0]	C40H64	0	YVLPJIGOMTXXLP-KEKOKYSKSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05413	cpd03205
cpd11502_c0	6-methyl-trans-oct-2-enoyl-ACP [c0]	C20H35N2O8PRS	-1					cpd11502
cpd11503_c0	6-methyl-octanoyl-ACP [c0]	C20H37N2O8PRS	-1					cpd11503
cpd00446_c0	cAMP [c0]	C10H11N5O6P	-1	IVOMOUWHDPKRLL-KQYNXXCUSA-M	Nc1ncnc2c1ncn2C1OC2COP(=O)([O-])OC2C1O	-191.87	C00575	cpd00446
cpd11464_c0	Butyryl-ACP [c0]	C15H28N2O8PRS	-2				C05745	cpd11464
cpd11492_c0	Malonyl-acyl-carrierprotein- [c0]	C14H24N2O10PRS	-2				C01209	cpd11492
cpd11486_c0	3-Oxohexanoyl-[acp] [c0]	C17H30N2O9PRS	-2				C05746	cpd11486
cpd03124_c0	Hexanoyl-CoA [c0]	C27H42N7O17P3S	-4	OEXFMSFODMQEPE-UHFFFAOYSA-J	CCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-779.35	C05270	cpd03124
cpd03121_c0	3-Oxooctanoyl-CoA [c0]	C29H44N7O18P3S	-4	WPIVBCGRGVNDDT-CECATXLMSA-J	CCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-806.13	C05267	cpd03121
cpd11522_c0	5-methyl-3-hydroxy-hexanoyl-ACP [c0]	C18H33N2O9PRS	-1					cpd11522
cpd11523_c0	5-methyl-trans-hex-2-enoyl-ACP [c0]	C18H31N2O8PRS	-1					cpd11523
cpd01012_c0	Cd2+ [c0]	Cd	2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]		C01413	cpd01012
cpd01012_e0	Cd2+ [e0]	Cd	2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]		C01413	cpd01012
cpd00268_c0	H2S2O3 [c0]	HO3S2	-1	DHCDFWKWKRSZHF-UHFFFAOYSA-M	O=S([O-])(O)=S	-122.7	C00320	cpd00268
cpd11421_c0	trdrd [c0]	C6H9NO2R2S2	0				C00342	cpd11421
cpd00081_c0	Sulfite [c0]	HO3S	-1	LSNNMFCWUKXFEE-UHFFFAOYSA-M	O=S([O-])O	-126.15	C00094	cpd00081
cpd11420_c0	trdox [c0]	C6H7NO2R2S2	0				C00343	cpd11420
cpd00053_c0	L-Glutamine [c0]	C5H10N2O3	0	ZDXPYRJPNDTMRX-VKHMYHEASA-N	N=C(O)CCC(N)C(=O)O	-121.69	C00064	cpd00053
cpd00132_c0	L-Asparagine [c0]	C4H8N2O3	0	DCXYFEDJOCDNAF-REOHCLBHSA-N	N=C(O)CC(N)C(=O)O	-123.31	C00152	cpd00132
cpd00760_c0	2-Methylbutyryl-CoA [c0]	C26H40N7O17P3S	-4	LYNVNYDEQMMNMZ-UHFFFAOYSA-J	CCC(C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-782.78	C01033	cpd00760
cpd02125_c0	Tiglyl-CoA [c0]	C26H38N7O17P3S	-4	PMWATMXOQQZNBX-DKBZLLMOSA-J	CC=C(C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-762.53	C03345	cpd02125
cpd15423_c0	CDP-1,2-ditetradecanoylglycerol [c0]	C40H71N3O15P2	-2			-644.08		cpd15423
cpd15553_c0	phosphatidylserine ditetradecanoyl [c0]	C34H64NO10P	-2			-428.36		cpd15553
cpd00794_c0	TRHL [c0]	C12H22O11	0	HDTRYLNUVZCQOY-LIZSDCNHSA-N	OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	-376.76	C01083	cpd00794
cpd03189_c0	3-Carboxy-1-hydroxypropyl-ThPP [c0]	C16H22N4O10P2S	-2	ZWUKRGPVMMTMAF-UHFFFAOYSA-L	Cc1ncc(C[n+]2c(C(O)CCC(=O)[O-])sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-481.36	C05381	cpd03189
cpd00860_c0	S-Succinyldihydrolipoamide [c0]	C12H20NO4S2	-1	RJCJWONCSKSHES-VIFPVBQESA-M	N=C([O-])CCCCC(CCS)SC(=O)CCC(=O)O	-137.394	C01169	cpd00860
cpd15239_c0	Hexadecenoyl-ACP [c0]	C27H49N2O8PRS	-1					cpd15239
cpd15418_c0	CDP-1,2-dihexadec-9-enoylglycerol [c0]	C44H75N3O15P2	-2			-592.88		cpd15418
cpd15556_c0	phosphatidylserine dihexadec-9-enoyl [c0]	C38H68NO10P	-2			-377.16		cpd15556
cpd02090_c0	Glycerophosphoglycerol [c0]	C6H14O8P	-1	LLCSXHMJULHSJN-UHFFFAOYSA-M	O=P([O-])(OCC(O)CO)OCC(O)CO	-383.36	C03274	cpd02090
cpd00100_c0	Glycerol [c0]	C3H8O3	0	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116	cpd00100
cpd01646_c0	2-Isopropylmalate [c0]	C7H10O5	-2	BITYXLXUCSKTJS-UHFFFAOYSA-L	CC(C)C(O)(CC(=O)[O-])C(=O)[O-]	-201.18	C02504	cpd01646
cpd00242_c0	H2CO3 [c0]	CHO3	-1	BVKZGUZCCUSVTD-UHFFFAOYSA-M	O=C([O-])O	-140.26	C00288	cpd00242
cpd12848_c0	Holo-[carboxylase] [c0]	C17H27N5O4R2S	0				C06250	cpd12848
cpd12543_c0	Carboxybiotin-carboxyl-carrier protein [c0]	C18H26N5O6R2S	-1				C04419	cpd12543
cpd00239_c0	H2S [c0]	HS	-1	RWSOTUBLDIXVET-UHFFFAOYSA-M	[SH-]	-6.66	C00283	cpd00239
cpd00383_c0	Shikimate [c0]	C7H9O5	-1	JXOHGGNKMLTUBP-HSUXUTPPSA-M	O=C([O-])C1=CC(O)C(O)C(O)C1	-171.29	C00493	cpd00383
