id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn12549_c0	=	Cytosol	Annotated_genome.CDS.957	4-Hydroxybenzoate transport via proton symport [c0]		0		(1)  cpd00067[e0] + (1)  cpd00136[e0] <=> (1)  cpd00067[c0] + (1)  cpd00136[c0]	(1)  H+ [e0][e0] + (1)  4-Hydroxybenzoate [e0][e0] <=> (1)  H+ [c0][c0] + (1)  4-Hydroxybenzoate [c0][c0]	rxn12549				
rxn08807_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm) [c0]		-264.53		(1)  cpd00001[c0] + (1)  cpd15317[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15237[c0]	(1)  H2O [c0][c0] + (1)  1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerophosphoethanolamine [c0][c0] + (1)  hexadecenoate [c0][c0]	rxn08807	LPLIPAL1E161pp			
rxn00501_c0	=	Cytosol	Annotated_genome.CDS.481	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating) [c0]		-8.95		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00191[c0] <=> (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00022[c0]	(1)  NAD [c0][c0] + (1)  CoA [c0][c0] + (1)  3-Oxopropanoate [c0][c0] <=> (1)  NADH [c0][c0] + (1)  CO2 [c0][c0] + (1)  Acetyl-CoA [c0][c0]	rxn00501	MMSAD3	R00705	beta-Alanine metabolism|Inositol phosphate metabolism|Propanoate metabolism	Amino-Acid-Degradation|BETA-ALA-DEGRADATION-I-PWY|Beta-Alanine-Degradation|CARBOXYLATES-DEG|Degradation|P562-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn10344_c0	>	Cytosol	(Annotated_genome.CDS.2098 or Annotated_genome.CDS.172 or Annotated_genome.CDS.1348 or Annotated_genome.CDS.2083)	Lead (Pb+2) ABC transporter [c0]		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd04097[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd04097[e0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Pb [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Pb [e0][e0]	rxn10344				
rxn02320_c0	=	Cytosol	Annotated_genome.CDS.1055	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase [c0]		-2.46		(1)  cpd00024[c0] + (1)  cpd00807[c0] <=> (1)  cpd00023[c0] + (1)  cpd00930[c0]	(1)  2-Oxoglutarate [c0][c0] + (1)  L-histidinol-phosphate [c0][c0] <=> (1)  L-Glutamate [c0][c0] + (1)  imidazole acetol-phosphate [c0][c0]	rxn02320	HIS5	R03243	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03384_c0	>	Cytosol	Annotated_genome.CDS.676	Uroporphyrinogen I carboxy-lyase [c0]		-19.6		(4)  cpd00067[c0] + (1)  cpd03414[c0] => (4)  cpd00011[c0] + (1)  cpd03416[c0]	(4)  H+ [c0][c0] + (1)  UroporphyrinogenI [c0][c0] => (4)  CO2 [c0][c0] + (1)  CoproporphyrinogenI [c0][c0]	rxn03384	UPPDC2	R04972	Porphyrin and chlorophyll metabolism	
rxn01405_c0	=	Cytosol	Annotated_genome.CDS.204	Spermidine:putrescine 4-aminobutyltransferase (propane-1,3-diamine-forming) [c0]	2.5.1.45	0		(1)  cpd00118[c0] + (1)  cpd00264[c0] <=> (1)  cpd00726[c0] + (1)  cpd03802[c0]	(1)  Putrescine [c0][c0] + (1)  Spermidine [c0][c0] <=> (1)  1,3-Propanediamine [c0][c0] + (1)  Homospermidine [c0][c0]	rxn01405		R01919		Biosynthesis|Polyamine-Biosynthesis
rxn02504_c0	=	Cytosol	Annotated_genome.CDS.3387	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase [c0]		14.75		(1)  cpd02961[c0] <=> (1)  cpd00229[c0] + (1)  cpd00954[c0]	(1)  Dihydroneopterin [c0][c0] <=> (1)  Glycolaldehyde [c0][c0] + (1)  6-hydroxymethyl dihydropterin [c0][c0]	rxn02504	DHNPA	R03504	Folate biosynthesis	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn00262_c0	>	Cytosol	Annotated_genome.CDS.74	L-Aspartic acid:oxygen oxidoreductase (deaminating) [c0]		-23.02		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00041[c0] => (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd00032[c0]	(1)  H2O [c0][c0] + (1)  O2 [c0][c0] + (1)  L-Aspartate [c0][c0] => (1)  NH3 [c0][c0] + (1)  H2O2 [c0][c0] + (1)  Oxaloacetate [c0][c0]	rxn00262	ASPO7	R00357	Alanine, aspartate and glutamate metabolism	
rxn03039_c0	=	Cytosol	Annotated_genome.CDS.1323	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase [c0]		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd02851[c0] <=> (1)  cpd00103[c0] + (1)  cpd02506[c0]	(1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  AICAR [c0][c0] <=> (1)  PRPP [c0][c0] + (1)  5-Amino-4-imidazolecarboxyamide [c0][c0]	rxn03039		R04378	Purine metabolism	
rxn10262_c0	=	Cytosol	Annotated_genome.CDS.4478	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c0]		-4.5		(1)  cpd00080[c0] + (1)  cpd15686[c0] <=> (1)  cpd00046[c0] + (1)  cpd15719[c0]	(1)  Glycerol-3-phosphate [c0][c0] + (1)  CDP-1,2-diisopentadecanoylglycerol [c0][c0] <=> (1)  CMP [c0][c0] + (1)  Diisopentadecanoylphosphatidylglycerophosphate [c0][c0]	rxn10262				
rxn10126_c0	>	Cytosol	(Annotated_genome.CDS.1031 and Annotated_genome.CDS.1032)	succinate dehyrdogenase [c0]		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] => (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd15561[c0]	(1)  FADH2 [c0][c0] + (1)  Ubiquinone-8 [c0][c0] => (1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Ubiquinol-8 [c0][c0]	rxn10126	SUCD4			
rxn08084_c0	>	Cytosol	(Annotated_genome.CDS.793 or Annotated_genome.CDS.669)	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0) [c0]				(1)  cpd00067[c0] + (1)  cpd11466[c0] + (1)  cpd15331[c0] => (1)  cpd11493[c0] + (1)  cpd15522[c0]	(1)  H+ [c0][c0] + (1)  Myristoyl-ACP [c0][c0] + (1)  1-tetradecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1)  ACP [c0][c0] + (1)  1,2-ditetradecanoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08084	AGPAT140			
rxn10225_c0	>	Cytosol	Annotated_genome.CDS.3233	isohexadecanoyl-phosphatidate cytidylyltransferase [c0]		1.07		(1)  cpd00052[c0] + (1)  cpd15682[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15688[c0]	(1)  CTP [c0][c0] + (1)  1,2-diisohexadecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  CDP-1,2-diisohexadecanoylglycerol [c0][c0]	rxn10225				
rxn00898_c0	>	Cytosol	Annotated_genome.CDS.4381	2,3-Dihydroxy-3-methylbutanoate hydro-lyase [c0]		-6.75		(1)  cpd02498[c0] => (1)  cpd00001[c0] + (1)  cpd00123[c0]	(1)  2,3-Dihydroxy-isovalerate [c0][c0] => (1)  H2O [c0][c0] + (1)  3-Methyl-2-oxobutanoate [c0][c0]	rxn00898		R01209	Pantothenate and CoA biosynthesis	
rxn05444_c0	>	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	15-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11543[c0] => (1)  cpd00003[c0] + (1)  cpd11544[c0]	(1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  15-methyl-trans-hexa-dec-2-enoyl-ACP [c0][c0] => (1)  NAD [c0][c0] + (1)  15-methyl-hexa-decanoyl-ACP [c0][c0]	rxn05444				
rxn05334_c0	=	Cytosol	(Annotated_genome.CDS.502 or (Annotated_genome.CDS.3228 or Annotated_genome.CDS.2000))	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c0]		2.16		(1)  cpd11483[c0] <=> (1)  cpd00001[c0] + (1)  cpd11471[c0]	(1)  (R) -3-Hydroxyoctanoyl-[acyl-carrier protein] [c0][c0] <=> (1)  H2O [c0][c0] + (1)  (2E) -Octenoyl-[acp] [c0][c0]	rxn05334	3HAD80	R04537	Fatty acid biosynthesis	
rxn05040_c0	>	Cytosol	Annotated_genome.CDS.3531	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming) [c0]	4.1.99.12	-20.78		(1)  cpd00171[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd11225[c0]	(1)  D-Ribulose5-phosphate [c0][c0] => (1)  Formate [c0][c0] + (1)  H+ [c0][c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate [c0][c0]	rxn05040	DB4PS	R07281	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn01636_c0	=	Cytosol	Annotated_genome.CDS.4135	N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase [c0]	2.3.1.35	0		(1)  cpd00023[c0] + (1)  cpd00342[c0] <=> (1)  cpd00064[c0] + (1)  cpd00477[c0]	(1)  L-Glutamate [c0][c0] + (1)  N-Acetylornithine [c0][c0] <=> (1)  Ornithine [c0][c0] + (1)  N-Acetyl-L-glutamate [c0][c0]	rxn01636		R02282	Arginine and proline metabolism	ARGININE-SYN|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN
rxn02090_c0	=	Cytosol	(Annotated_genome.CDS.2267 or Annotated_genome.CDS.371 or Annotated_genome.CDS.370)	Creatinine iminohydrolase [c0]		-7.55		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00585[c0] <=> (1)  cpd00013[c0] + (1)  cpd01679[c0]	(1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  Creatinine [c0][c0] <=> (1)  NH3 [c0][c0] + (1)  N-Methylhydantoin [c0][c0]	rxn02090		R02922	Arginine and proline metabolism	AMINE-DEG|Creatinine-Degradation|Degradation
rxn05377_c0	=	Cytosol	Annotated_genome.CDS.502	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase [c0]		2.163		(1)  cpd11513[c0] <=> (1)  cpd00001[c0] + (1)  cpd11514[c0]	(1)  12-methyl-3-hydroxy-tetra-decanoyl-ACP [c0][c0] <=> (1)  H2O [c0][c0] + (1)  12-methyl-trans-tetra-dec-2-enoyl-ACP [c0][c0]	rxn05377				
rxn08556_c0	>	Cytosol	Annotated_genome.CDS.1664	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase [c0]		-13.68		(1)  cpd00080[c0] + (1)  cpd15560[c0] => (1)  cpd00095[c0] + (1)  cpd15561[c0]	(1)  Glycerol-3-phosphate [c0][c0] + (1)  Ubiquinone-8 [c0][c0] => (1)  Glycerone-phosphate [c0][c0] + (1)  Ubiquinol-8 [c0][c0]	rxn08556	G3PD5			Alcohol-Degradation|Degradation|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|GLYCEROL-DEG|OTHER-ENERGY|PWY0-381
rxn02988_c0	<	Cytosol	Annotated_genome.CDS.75	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing) [c0]		-0.61		(2)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd02333[c0] <= (1)  cpd00095[c0] + (1)  cpd03470[c0]	(2)  H2O [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Quinolinate [c0][c0] <= (1)  Glycerone-phosphate [c0][c0] + (1)  Iminoaspartate [c0][c0]	rxn02988	QULNS	R04292	Nicotinate and nicotinamide metabolism	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn01021_c0	=	Cytosol	(Annotated_genome.CDS.1829 and Annotated_genome.CDS.1829)	Methylthioadenosine methylthioribohydrolase [c0]	3.2.2.16	-0.73		(1)  cpd00001[c0] + (1)  cpd00147[c0] <=> (1)  cpd00128[c0] + (1)  cpd01981[c0]	(1)  H2O [c0][c0] + (1)  5-Methylthioadenosine [c0][c0] <=> (1)  Adenine [c0][c0] + (1)  5-Methylthio-D-ribose [c0][c0]	rxn01021	MTAN	R01401	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY0-1391
rxn00165_c0	>	Cytosol	(Annotated_genome.CDS.3180 or Annotated_genome.CDS.3293)	L-serine ammonia-lyase [c0]	4.2.1.13	-7.51		(1)  cpd00054[c0] => (1)  cpd00013[c0] + (1)  cpd00020[c0]	(1)  L-Serine [c0][c0] => (1)  NH3 [c0][c0] + (1)  Pyruvate [c0][c0]	rxn00165	CHA1_2	R00220	Glycine, serine and threonine metabolism	AMINE-DEG|Amino-Acid-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation|SERDEG-PWY|SERINE-DEG
rxn10228_c0	>	Cytosol	Annotated_genome.CDS.3576	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]		-15.04		(1)  cpd00054[c0] + (1)  cpd15685[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15691[c0]	(1)  L-Serine [c0][c0] + (1)  CDP-1,2-diisotetradecanoylglycerol [c0][c0] => (1)  CMP [c0][c0] + (2)  H+ [c0][c0] + (1)  Diisotetradecanoylphosphatidylserine [c0][c0]	rxn10228				
rxn01117_c0	=	Cytosol	(Annotated_genome.CDS.573 or Annotated_genome.CDS.3365)	D-arabinose-5-phosphate aldose-ketose-isomerase [c0]		-1.46		(1)  cpd00817[c0] <=> (1)  cpd00171[c0]	(1)  D-Arabinose5-phosphate [c0][c0] <=> (1)  D-Ribulose5-phosphate [c0][c0]	rxn01117	A5PISO	R01530		Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn00539_c0	>	Cytosol	(((Annotated_genome.CDS.3789 or Annotated_genome.CDS.2773) and Annotated_genome.CDS.2772) or Annotated_genome.CDS.3790)	ethanolamine ammonia-lyase (acetaldehyde-forming) [c0]		-7.86		(1)  cpd00162[c0] => (1)  cpd00013[c0] + (1)  cpd00071[c0]	(1)  Aminoethanol [c0][c0] => (1)  NH3 [c0][c0] + (1)  Acetaldehyde [c0][c0]	rxn00539		R00749	Glycerophospholipid metabolism	AMINE-DEG|Degradation|PWY0-1477
rxn00001_c0	>	Cytosol	Annotated_genome.CDS.4009	diphosphate phosphohydrolase [c0]		4.14		(1)  cpd00001[c0] + (1)  cpd00012[c0] => (2)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  PPi [c0][c0] => (2)  Phosphate [c0][c0] + (1)  H+ [c0][c0]	rxn00001	IPP1	R00004		
rxn05369_c0	=	Cytosol	Annotated_genome.CDS.502	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase [c0]		2.163		(1)  cpd11505[c0] <=> (1)  cpd00001[c0] + (1)  cpd11506[c0]	(1)  8-methyl-3-hydroxy-decanoyl-ACP [c0][c0] <=> (1)  H2O [c0][c0] + (1)  8-methyl-trans-dec-2-enoyl-ACP [c0][c0]	rxn05369				
rxn08895_c0	=	Cytosol	(Annotated_genome.CDS.192 or Annotated_genome.CDS.2730 or Annotated_genome.CDS.3150)	murein D,D-endopeptidase (murein4px4p) (periplasm) [c0]		-1239.29		(1)  cpd00001[c0] + (1)  cpd15506[c0] <=> (1)  cpd15505[c0]	(1)  H2O [c0][c0] + (1)  two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)  (middle of chain)  [c0][c0] <=> (1)  two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)  [c0][c0]	rxn08895	MDDEP1pp			
rxn00671_c0	=	Cytosol	Annotated_genome.CDS.481	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating) [c0]		-7.14		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00287[c0] <=> (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00086[c0]	(1)  NAD [c0][c0] + (1)  CoA [c0][c0] + (1)  3-Oxo-2-methylpropanoate [c0][c0] <=> (1)  NADH [c0][c0] + (1)  CO2 [c0][c0] + (1)  Propionyl-CoA [c0][c0]	rxn00671	MMSAD1	R00922		
rxn00710_c0	>	Cytosol	Annotated_genome.CDS.1186	orotidine-5'-phosphate carboxy-lyase (UMP-forming) [c0]		-1.32		(1)  cpd00067[c0] + (1)  cpd00810[c0] => (1)  cpd00011[c0] + (1)  cpd00091[c0]	(1)  H+ [c0][c0] + (1)  Orotidylic acid [c0][c0] => (1)  CO2 [c0][c0] + (1)  UMP [c0][c0]	rxn00710	OMPDC	R00965	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn02305_c0	>	Cytosol	Annotated_genome.CDS.843	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase [c0]		-9.6		(1)  cpd02654[c0] + (1)  cpd02894[c0] => (1)  cpd00012[c0] + (1)  cpd00793[c0]	(1)  4-Methyl-5--2-phosphoethyl-thiazole [c0][c0] + (1)  4-Amino-2-methyl-5-diphosphomethylpyrimidine [c0][c0] => (1)  PPi [c0][c0] + (1)  Thiamine phosphate [c0][c0]	rxn02305	THI6_2	R03223	Thiamine metabolism	Biosynthesis|Cofactor-Biosynthesis|THISYNARA-PWY|Thiamin-Salvage|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn00470_c0	>	Cytosol	Annotated_genome.CDS.200	L-ornithine carboxy-lyase (putrescine-forming) [c0]		-3.09		(1)  cpd00064[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00118[c0]	(1)  Ornithine [c0][c0] + (1)  H+ [c0][c0] => (1)  CO2 [c0][c0] + (1)  Putrescine [c0][c0]	rxn00470	or NDC	R00670	Arginine and proline metabolism|Glutathione metabolism	AMINE-DEG|ARG+POLYAMINE-SYN|ARGININE-DEG|Amino-Acid-Degradation|Biosynthesis|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|POLYAMINSYN3-PWY|POLYAMSYN-PWY|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn02885_c0	<	Cytosol	Annotated_genome.CDS.3817	R04134 [c0]		6.5		(1)  cpd01960[c0] <= (1)  cpd03326[c0]	(1)  2-Oxohept-3-enedioate [c0][c0] <= (1)  2-Hydroxyhepta-2,4-dienedioate [c0][c0]	rxn02885	HHDDI	R04134	Tyrosine metabolism	
rxn08817_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0) [c0]		-361.6		(1)  cpd00001[c0] + (1)  cpd15350[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd01741[c0]	(1)  H2O [c0][c0] + (1)  2-dodecanoyl-sn-glycerol 3-phosphate [c0][c0] <=> (2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  ddca [c0][c0]	rxn08817	LPLIPAL2A120			
rxn01203_c0	<	Cytosol	(Annotated_genome.CDS.3823 or Annotated_genome.CDS.2734 or Annotated_genome.CDS.1428 or Annotated_genome.CDS.1659)	R01647 [c0]		9.02		(1)  cpd00020[c0] + (1)  cpd00199[c0] <= (1)  cpd03708[c0]	(1)  Pyruvate [c0][c0] + (1)  4-Oxobutanoate [c0][c0] <= (1)  2,4-Dihydroxyhept-2-enedioate [c0][c0]	rxn01203	DHEDAA	R01647	Tyrosine metabolism	
rxn00910_c0	=	Cytosol	Annotated_genome.CDS.1169	5-methyltetrahydrofolate:NADP+ oxidoreductase [c0]		3.79		(1)  cpd00006[c0] + (1)  cpd00345[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00125[c0]	(1)  NADP [c0][c0] + (1)  5-Methyltetrahydrofolate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  5-10-Methylenetetrahydrofolate [c0][c0]	rxn00910	MTHFR1	R01224	One carbon pool by folate|Methane metabolism	
rxn00953_c0	=	Cytosol	Annotated_genome.CDS.2689	L-Serine hydro-lyase (adding homocysteine) [c0]		-5.67		(1)  cpd00054[c0] + (1)  cpd00135[c0] <=> (1)  cpd00001[c0] + (1)  cpd00424[c0]	(1)  L-Serine [c0][c0] + (1)  Homocysteine [c0][c0] <=> (1)  H2O [c0][c0] + (1)  Cystathionine [c0][c0]	rxn00953	CYSTS	R01289		
rxn00717_c0	>	Cytosol	(Annotated_genome.CDS.2267 or Annotated_genome.CDS.371 or Annotated_genome.CDS.370)	Cytosine aminohydrolase [c0]		-5.14		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00307[c0] => (1)  cpd00013[c0] + (1)  cpd00092[c0]	(1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  Cytosine [c0][c0] => (1)  NH3 [c0][c0] + (1)  Uracil [c0][c0]	rxn00717	FCY1	R00974	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-163|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
rxn08710_c0	=	Cytosol	Annotated_genome.CDS.2983	RXN0-5118.c [c0]		32.07		(3)  cpd00067[c0] + (1)  cpd03587[c0] + (1)  cpd03831[c0] <=> (1)  cpd00008[c0] + (1)  cpd15485[c0]	(3)  H+ [c0][c0] + (1)  kdo2-lipid a [c0][c0] + (1)  ADP-L-glycero-D-manno-heptose [c0][c0] <=> (1)  ADP [c0][c0] + (1)  heptosyl-kdo2-lipidA [c0][c0]	rxn08710	HEPT1			Biosynthesis|LIPA-CORESYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis
rxn01962_c0	>	Cytosol	Annotated_genome.CDS.3979	XTP pyrophosphohydrolase [c0]		-27.3		(1)  cpd00001[c0] + (1)  cpd00530[c0] => (1)  cpd00012[c0] + (2)  cpd00067[c0] + (1)  cpd00497[c0]	(1)  H2O [c0][c0] + (1)  XTP [c0][c0] => (1)  PPi [c0][c0] + (2)  H+ [c0][c0] + (1)  XMP [c0][c0]	rxn01962	NTPP11	R02720	Purine metabolism	
rxn01682_c0	=	Cytosol	(Annotated_genome.CDS.4606 and Annotated_genome.CDS.4608)	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase [c0]		2.78		(1)  cpd02210[c0] <=> (1)  cpd00102[c0] + (1)  cpd00359[c0]	(1)  Indoleglycerol phosphate [c0][c0] <=> (1)  Glyceraldehyde3-phosphate [c0][c0] + (1)  indol [c0][c0]	rxn01682	TRPS3r	R02340	Phenylalanine, tyrosine and tryptophan biosynthesis|Benzoxazinoid biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Auxin-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|HORMONE-SYN|IND-AMINO-ACID-SYN|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn08796_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm) [c0]		-2.14		(1)  cpd00001[c0] + (1)  cpd15325[c0] <=> (1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd01741[c0]	(1)  H2O [c0][c0] + (1)  1-dodecanoyl-sn-glycerol 3-phosphate [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  ddca [c0][c0]	rxn08796	LPLIPAL1A120pp			
rxn03181_c0	>	Cytosol	Annotated_genome.CDS.1703	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase [c0]		-14.03		(1)  cpd00002[c0] + (1)  cpd03002[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd02993[c0]	(1)  ATP [c0][c0] + (1)  Lipid A disaccharide [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  Lipid IV(A)  [c0][c0]	rxn03181	TDSK	R04657	Lipopolysaccharide biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn02331_c0	<	Cytosol	Annotated_genome.CDS.3363	phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming) [c0]	2.5.1.55|4.1.2.16	2.65		(1)  cpd00009[c0] + (1)  cpd02730[c0] <= (1)  cpd00001[c0] + (1)  cpd00061[c0] + (1)  cpd00817[c0]	(1)  Phosphate [c0][c0] + (1)  3-Deoxy-D-manno-octulosonate8-phosphate [c0][c0] <= (1)  H2O [c0][c0] + (1)  Phosphoenolpyruvate [c0][c0] + (1)  D-Arabinose5-phosphate [c0][c0]	rxn02331	KDOPS	R03254	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
